cross-validation	config	run	label	precision	recall	f1	support	algo	dataset1	dataset2
False	8	1	PER	0.69841	0.15686	0.25619	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	8	1	LOC	0.40000	0.09412	0.15238	85	DT	ner.txt.horus	ner.txt.horus
True	8	1	ORG	0.76000	0.42222	0.54286	45	DT	ner.txt.horus	ner.txt.horus
True	8	1	PER	0.70526	0.49630	0.58261	135	DT	ner.txt.horus	ner.txt.horus
True	8	2	LOC	0.48485	0.21622	0.29907	74	DT	ner.txt.horus	ner.txt.horus
True	8	2	ORG	0.50000	0.30556	0.37931	36	DT	ner.txt.horus	ner.txt.horus
True	8	2	PER	0.64894	0.48413	0.55455	126	DT	ner.txt.horus	ner.txt.horus
True	8	3	LOC	0.42424	0.22951	0.29787	61	DT	ner.txt.horus	ner.txt.horus
True	8	3	ORG	0.85185	0.52273	0.64789	44	DT	ner.txt.horus	ner.txt.horus
True	8	3	PER	0.70930	0.50000	0.58654	122	DT	ner.txt.horus	ner.txt.horus
True	8	4	LOC	0.51515	0.25758	0.34343	66	DT	ner.txt.horus	ner.txt.horus
True	8	4	ORG	0.80952	0.42500	0.55738	40	DT	ner.txt.horus	ner.txt.horus
True	8	4	PER	0.57292	0.48246	0.52381	114	DT	ner.txt.horus	ner.txt.horus
True	8	5	LOC	0.38710	0.20339	0.26667	59	DT	ner.txt.horus	ner.txt.horus
True	8	5	ORG	0.59091	0.37143	0.45614	35	DT	ner.txt.horus	ner.txt.horus
True	8	5	PER	0.73958	0.52593	0.61472	135	DT	ner.txt.horus	ner.txt.horus
False	8	1	LOC	0.59184	0.18354	0.28019	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	8	1	ORG	0.58333	0.14286	0.22951	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	8	1	PER	0.52632	0.18519	0.27397	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	8	1	LOC	0.53846	0.22703	0.31939	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	ORG	0.48649	0.03974	0.07347	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	PER	0.45961	0.32446	0.38039	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	8	1	LOC	0.14545	0.03279	0.05351	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	8	1	ORG	0.00000	0.00000	0.00000	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	8	1	PER	0.56148	0.24421	0.34037	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	8	1	LOC	0.42647	0.17683	0.25000	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	8	1	ORG	0.67647	0.22439	0.33700	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	8	1	PER	0.56878	0.32138	0.41070	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	8	1	LOC	0.66667	0.09302	0.16327	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	1	PER	0.62500	0.26316	0.37037	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	2	LOC	0.44444	0.12500	0.19512	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	2	ORG	1.00000	0.12500	0.22222	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	2	PER	0.65217	0.25862	0.37037	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	3	LOC	0.40000	0.07143	0.12121	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	3	ORG	0.50000	0.10000	0.16667	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	3	PER	0.63636	0.36207	0.46154	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	4	LOC	0.58333	0.19444	0.29167	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	4	ORG	0.66667	0.18182	0.28571	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	4	PER	0.78947	0.24590	0.37500	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	5	LOC	0.28571	0.16667	0.21053	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	5	ORG	0.75000	0.23077	0.35294	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	8	5	PER	0.55172	0.30189	0.39024	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	1	LOC	0.79832	0.41667	0.54755	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	1	ORG	0.67021	0.36842	0.47547	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	1	PER	0.76812	0.31361	0.44538	169	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	2	LOC	0.77622	0.46058	0.57812	241	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	2	ORG	0.74419	0.35754	0.48302	179	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	2	PER	0.58621	0.32484	0.41803	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	3	LOC	0.70629	0.44105	0.54301	229	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	3	ORG	0.75862	0.28947	0.41905	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	3	PER	0.67089	0.29444	0.40927	180	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	4	LOC	0.74242	0.42982	0.54444	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	4	ORG	0.73973	0.31579	0.44262	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	4	PER	0.67949	0.33758	0.45106	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	5	LOC	0.77444	0.47465	0.58857	217	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	5	ORG	0.75281	0.34359	0.47183	195	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	9	5	PER	0.64935	0.35714	0.46083	140	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	LOC	0.65455	0.14754	0.24080	244	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	9	1	ORG	0.19149	0.10345	0.13433	87	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	9	1	PER	0.64072	0.19073	0.29396	561	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	9	1	LOC	0.59732	0.27134	0.37317	328	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	9	1	ORG	0.67123	0.23902	0.35252	205	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	9	1	PER	0.63481	0.27803	0.38669	669	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	9	1	LOC	0.57143	0.25316	0.35088	158	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	9	1	ORG	0.24000	0.12245	0.16216	49	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	9	1	PER	0.70370	0.28148	0.40212	270	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	9	1	LOC	0.34496	0.08018	0.13012	1110	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	ORG	0.66667	0.02428	0.04686	906	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	PER	0.38991	0.32319	0.35343	789	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
True	9	1	LOC	0.50000	0.12000	0.19355	50	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	1	ORG	0.20000	0.05263	0.08333	19	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	1	PER	0.60656	0.32174	0.42045	115	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	2	LOC	0.68750	0.27500	0.39286	40	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	2	ORG	0.50000	0.06250	0.11111	16	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	2	PER	0.70213	0.31132	0.43137	106	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	3	LOC	0.69231	0.16364	0.26471	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	3	ORG	1.00000	0.11111	0.20000	18	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	3	PER	0.74074	0.38462	0.50633	104	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	4	LOC	0.64286	0.16364	0.26087	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	4	ORG	0.33333	0.10000	0.15385	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	4	PER	0.78431	0.33058	0.46512	121	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	5	LOC	0.45455	0.11111	0.17857	45	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	5	ORG	0.33333	0.10000	0.15385	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	9	5	PER	0.61404	0.35000	0.44586	100	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
False	9	1	LOC	0.18824	0.04878	0.07748	328	DT	emerging.test.annotated.horus	ner.txt.horus
False	9	1	ORG	0.28571	0.00976	0.01887	205	DT	emerging.test.annotated.horus	ner.txt.horus
False	9	1	PER	0.56522	0.27205	0.36731	669	DT	emerging.test.annotated.horus	ner.txt.horus
False	9	1	LOC	0.21569	0.06962	0.10526	158	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	9	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	9	1	PER	0.44059	0.32963	0.37712	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	9	1	LOC	0.60513	0.10631	0.18084	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	ORG	0.63889	0.05077	0.09407	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	PER	0.36636	0.20152	0.26002	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	LOC	0.27273	0.01230	0.02353	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	9	1	ORG	0.14286	0.01149	0.02128	87	DT	ner.txt.horus	emerging.test.annotated.horus
False	9	1	PER	0.66667	0.08200	0.14603	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	9	1	LOC	0.70000	0.08235	0.14737	85	DT	ner.txt.horus	ner.txt.horus
True	9	1	ORG	0.76923	0.44444	0.56338	45	DT	ner.txt.horus	ner.txt.horus
True	9	1	PER	0.75472	0.59259	0.66390	135	DT	ner.txt.horus	ner.txt.horus
True	9	2	LOC	0.80000	0.16216	0.26966	74	DT	ner.txt.horus	ner.txt.horus
True	9	2	ORG	0.73333	0.30556	0.43137	36	DT	ner.txt.horus	ner.txt.horus
True	9	2	PER	0.79268	0.51587	0.62500	126	DT	ner.txt.horus	ner.txt.horus
True	9	3	LOC	0.54545	0.09836	0.16667	61	DT	ner.txt.horus	ner.txt.horus
True	9	3	ORG	0.91667	0.50000	0.64706	44	DT	ner.txt.horus	ner.txt.horus
True	9	3	PER	0.75325	0.47541	0.58291	122	DT	ner.txt.horus	ner.txt.horus
True	9	4	LOC	0.57143	0.18182	0.27586	66	DT	ner.txt.horus	ner.txt.horus
True	9	4	ORG	0.94737	0.45000	0.61017	40	DT	ner.txt.horus	ner.txt.horus
True	9	4	PER	0.61290	0.50000	0.55072	114	DT	ner.txt.horus	ner.txt.horus
True	9	5	LOC	0.48148	0.22034	0.30233	59	DT	ner.txt.horus	ner.txt.horus
True	9	5	ORG	0.93750	0.42857	0.58824	35	DT	ner.txt.horus	ner.txt.horus
True	9	5	PER	0.74444	0.49630	0.59556	135	DT	ner.txt.horus	ner.txt.horus
False	9	1	LOC	0.63889	0.14557	0.23711	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	9	1	ORG	0.66667	0.12245	0.20690	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	9	1	PER	0.58442	0.16667	0.25937	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	9	1	LOC	0.56510	0.18378	0.27736	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	ORG	0.45378	0.05960	0.10537	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	PER	0.50605	0.31812	0.39066	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	9	1	LOC	0.50000	0.02049	0.03937	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	9	1	ORG	0.00000	0.00000	0.00000	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	9	1	PER	0.49689	0.14260	0.22161	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	9	1	LOC	0.57333	0.13110	0.21340	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	9	1	ORG	0.80435	0.18049	0.29482	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	9	1	PER	0.63359	0.37220	0.46893	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	9	1	LOC	0.75000	0.06977	0.12766	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	1	PER	0.70370	0.33333	0.45238	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	2	LOC	0.33333	0.06250	0.10526	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	2	ORG	1.00000	0.12500	0.22222	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	2	PER	0.91667	0.37931	0.53659	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	3	LOC	0.00000	0.00000	0.00000	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	3	ORG	0.33333	0.10000	0.15385	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	3	PER	0.84000	0.36207	0.50602	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	4	LOC	0.75000	0.16667	0.27273	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	4	ORG	0.50000	0.18182	0.26667	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	4	PER	0.64000	0.26230	0.37209	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	5	LOC	0.50000	0.08333	0.14286	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	5	ORG	1.00000	0.23077	0.37500	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	9	5	PER	0.58621	0.32075	0.41463	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	1	LOC	0.82353	0.42982	0.56484	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	1	ORG	0.72222	0.38012	0.49808	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	1	PER	0.81538	0.31361	0.45299	169	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	2	LOC	0.80142	0.46888	0.59162	241	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	2	ORG	0.72826	0.37430	0.49446	179	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	2	PER	0.66667	0.30573	0.41921	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	3	LOC	0.72973	0.47162	0.57294	229	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	3	ORG	0.78261	0.31579	0.45000	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	3	PER	0.65333	0.27222	0.38431	180	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	4	LOC	0.76429	0.46930	0.58152	228	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	4	ORG	0.75949	0.35088	0.48000	171	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	4	PER	0.72308	0.29936	0.42342	157	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	5	LOC	0.76259	0.48848	0.59551	217	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	5	ORG	0.79268	0.33333	0.46931	195	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	10	5	PER	0.68750	0.31429	0.43137	140	DT	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	LOC	0.75000	0.14754	0.24658	244	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	10	1	ORG	0.24000	0.06897	0.10714	87	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	10	1	PER	0.72656	0.16578	0.26996	561	DT	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	10	1	LOC	0.63780	0.24695	0.35604	328	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	10	1	ORG	0.50909	0.27317	0.35556	205	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	10	1	PER	0.71707	0.21973	0.33638	669	DT	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	10	1	LOC	0.62162	0.29114	0.39655	158	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	10	1	ORG	0.33333	0.12245	0.17910	49	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	10	1	PER	0.70787	0.23333	0.35097	270	DT	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	10	1	LOC	0.36321	0.06937	0.11649	1110	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	ORG	0.59459	0.02428	0.04666	906	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	PER	0.40664	0.24842	0.30842	789	DT	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
True	10	1	LOC	0.40000	0.08000	0.13333	50	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	1	ORG	0.33333	0.05263	0.09091	19	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	1	PER	0.73585	0.33913	0.46429	115	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	2	LOC	0.66667	0.25000	0.36364	40	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	2	ORG	1.00000	0.06250	0.11765	16	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	2	PER	0.76087	0.33019	0.46053	106	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	3	LOC	0.66667	0.18182	0.28571	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	3	ORG	0.66667	0.11111	0.19048	18	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	3	PER	0.71698	0.36538	0.48408	104	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	4	LOC	0.84615	0.20000	0.32353	55	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	4	ORG	0.33333	0.10000	0.15385	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	4	PER	0.71667	0.35537	0.47514	121	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	5	LOC	0.63636	0.15556	0.25000	45	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	5	ORG	0.25000	0.10000	0.14286	10	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
True	10	5	PER	0.62500	0.35000	0.44872	100	DT	emerging.test.annotated.horus	emerging.test.annotated.horus
False	10	1	LOC	0.28889	0.03963	0.06971	328	DT	emerging.test.annotated.horus	ner.txt.horus
False	10	1	ORG	0.33333	0.00976	0.01896	205	DT	emerging.test.annotated.horus	ner.txt.horus
False	10	1	PER	0.62963	0.35575	0.45463	669	DT	emerging.test.annotated.horus	ner.txt.horus
False	10	1	LOC	0.30000	0.07595	0.12121	158	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	10	1	ORG	0.00000	0.00000	0.00000	49	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	10	1	PER	0.49660	0.27037	0.35012	270	DT	emerging.test.annotated.horus	2015.conll.freebase.horus
False	10	1	LOC	0.65766	0.19730	0.30353	1110	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	ORG	0.72727	0.07064	0.12877	906	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	PER	0.42506	0.24081	0.30744	789	DT	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	LOC	0.75000	0.04918	0.09231	244	DT	ner.txt.horus	emerging.test.annotated.horus
False	10	1	ORG	0.16667	0.01149	0.02151	87	DT	ner.txt.horus	emerging.test.annotated.horus
False	10	1	PER	0.82906	0.17291	0.28614	561	DT	ner.txt.horus	emerging.test.annotated.horus
True	10	1	LOC	0.71429	0.11765	0.20202	85	DT	ner.txt.horus	ner.txt.horus
True	10	1	ORG	0.95238	0.44444	0.60606	45	DT	ner.txt.horus	ner.txt.horus
True	10	1	PER	0.85057	0.54815	0.66667	135	DT	ner.txt.horus	ner.txt.horus
True	10	2	LOC	0.73684	0.18919	0.30108	74	DT	ner.txt.horus	ner.txt.horus
True	10	2	ORG	0.84615	0.30556	0.44898	36	DT	ner.txt.horus	ner.txt.horus
True	10	2	PER	0.83117	0.50794	0.63054	126	DT	ner.txt.horus	ner.txt.horus
True	10	3	LOC	0.83333	0.16393	0.27397	61	DT	ner.txt.horus	ner.txt.horus
True	10	3	ORG	0.91667	0.50000	0.64706	44	DT	ner.txt.horus	ner.txt.horus
True	10	3	PER	0.79221	0.50000	0.61307	122	DT	ner.txt.horus	ner.txt.horus
True	10	4	LOC	0.73684	0.21212	0.32941	66	DT	ner.txt.horus	ner.txt.horus
True	10	4	ORG	0.95000	0.47500	0.63333	40	DT	ner.txt.horus	ner.txt.horus
True	10	4	PER	0.64198	0.45614	0.53333	114	DT	ner.txt.horus	ner.txt.horus
True	10	5	LOC	0.60870	0.23729	0.34146	59	DT	ner.txt.horus	ner.txt.horus
True	10	5	ORG	1.00000	0.45714	0.62745	35	DT	ner.txt.horus	ner.txt.horus
True	10	5	PER	0.80769	0.46667	0.59155	135	DT	ner.txt.horus	ner.txt.horus
False	10	1	LOC	0.69444	0.15823	0.25773	158	DT	ner.txt.horus	2015.conll.freebase.horus
False	10	1	ORG	0.75000	0.12245	0.21053	49	DT	ner.txt.horus	2015.conll.freebase.horus
False	10	1	PER	0.46512	0.22222	0.30075	270	DT	ner.txt.horus	2015.conll.freebase.horus
False	10	1	LOC	0.58824	0.18018	0.27586	1110	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	ORG	0.43056	0.03422	0.06339	906	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	PER	0.54242	0.26743	0.35823	789	DT	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	10	1	LOC	0.72727	0.03279	0.06275	244	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	10	1	ORG	0.00000	0.00000	0.00000	87	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	10	1	PER	0.52991	0.11052	0.18289	561	DT	2015.conll.freebase.horus	emerging.test.annotated.horus
False	10	1	LOC	0.53333	0.12195	0.19851	328	DT	2015.conll.freebase.horus	ner.txt.horus
False	10	1	ORG	0.81818	0.17561	0.28916	205	DT	2015.conll.freebase.horus	ner.txt.horus
False	10	1	PER	0.66667	0.32885	0.44044	669	DT	2015.conll.freebase.horus	ner.txt.horus
True	10	1	LOC	0.83333	0.11628	0.20408	43	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	1	ORG	0.00000	0.00000	0.00000	6	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	1	PER	0.80952	0.29825	0.43590	57	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	2	LOC	0.33333	0.06250	0.10526	32	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	2	ORG	1.00000	0.12500	0.22222	8	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	2	PER	0.76471	0.22414	0.34667	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	3	LOC	0.00000	0.00000	0.00000	28	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	3	ORG	1.00000	0.10000	0.18182	10	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	3	PER	0.73913	0.29310	0.41975	58	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	4	LOC	1.00000	0.13889	0.24390	36	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	4	ORG	1.00000	0.18182	0.30769	11	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	4	PER	0.57895	0.18033	0.27500	61	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	5	LOC	0.75000	0.12500	0.21429	24	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	5	ORG	1.00000	0.23077	0.37500	13	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
True	10	5	PER	0.72000	0.33962	0.46154	53	DT	2015.conll.freebase.horus	2015.conll.freebase.horus
